State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Bihar,Bhagalpur,Moong(Green Gram),Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,60.0,40.0,0.67,-16.666667,-5.633803,-11.764706,48.0,0.71,-8.0,-0.04
Bihar,Bhagalpur,Moong(Green Gram),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,849.0,1882.0,2.22,279.435484,416.27907,-25.786713,497.0,0.435,1385.0,1.785
Bihar,Bhagalpur,Moong(Green Gram),Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,29.0,26.0,0.9,-35.0,34.328358,-51.666667,44.0,0.69,-18.0,0.21
Bihar,Bhagalpur,Moong(Green Gram),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,917.0,576.0,0.63,-69.394261,-71.621622,8.009423,958.666667,1.03,-382.666667,-0.4
Bihar,Bhagalpur,Moong(Green Gram),Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,28.0,19.0,0.68,-26.923077,-24.444444,-3.448276,38.0,0.76,-19.0,-0.08
Bihar,Bhagalpur,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,915.0,448.0,0.49,-22.222222,-22.222222,-0.218103,984.666667,1.093333,-536.666667,-0.603333
Bihar,Bhagalpur,Moong(Green Gram),Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,28.0,21.0,0.75,10.526316,10.294118,0.0,28.333333,0.75,-7.333333,0.0
Bihar,Bhagalpur,Onion,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,249.0,3269.0,13.13,,,,,,,
Bihar,Bhagalpur,Onion,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,251.0,3351.0,13.35,2.508412,1.675552,0.803213,3269.0,13.13,82.0,0.22
Bihar,Bhagalpur,Onion,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,149.0,2228.0,14.95,-33.512384,11.985019,-40.63745,3310.0,13.24,-1082.0,1.71
Bihar,Bhagalpur,Onion,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,133.0,1853.0,13.93,-16.831239,-6.822742,-10.738255,2949.333333,13.81,-1096.333333,0.12
Bihar,Bhagalpur,Onion,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,133.0,1947.0,14.64,5.072855,5.096913,0.0,2477.333333,14.076667,-530.333333,0.563333
Bihar,Bhagalpur,Other Kharif pulses,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,349.0,279.0,0.8,,,,,,,
Bihar,Bhagalpur,Other Kharif pulses,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,412.0,323.0,0.78,15.770609,-2.5,18.051576,279.0,0.8,44.0,-0.02
Bihar,Bhagalpur,Other Kharif pulses,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,523.0,443.0,0.85,37.151703,8.974359,26.941748,301.0,0.79,142.0,0.06
Bihar,Bhagalpur,Other Kharif pulses,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,484.0,407.0,0.84,-8.126411,-1.176471,-7.456979,348.333333,0.81,58.666667,0.03
Bihar,Bhagalpur,Other Kharif pulses,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,484.0,406.0,0.84,-0.2457,0.0,0.0,391.0,0.823333,15.0,0.016667
Bihar,Bhagalpur,Other Rabi pulses,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,244.0,245.0,1.0,,,,,,,
Bihar,Bhagalpur,Other Rabi pulses,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,243.0,244.0,1.0,-0.408163,0.0,-0.409836,245.0,1.0,-1.0,0.0
Bihar,Bhagalpur,Other Rabi pulses,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,188.0,189.0,1.01,-22.540984,1.0,-22.633745,244.5,1.0,-55.5,0.01
Bihar,Bhagalpur,Other Rabi pulses,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,189.0,190.0,1.01,0.529101,0.0,0.531915,226.0,1.003333,-36.0,0.006667
Bihar,Bhagalpur,Other Rabi pulses,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,188.0,189.0,1.01,-0.526316,0.0,-0.529101,207.666667,1.006667,-18.666667,0.003333
Bihar,Bhagalpur,Peas & beans (Pulses),Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1309.0,1359.0,1.04,,,,,,,
Bihar,Bhagalpur,Peas & beans (Pulses),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1291.0,1334.0,1.03,-1.839588,-0.961538,-1.375095,1359.0,1.04,-25.0,-0.01
Bihar,Bhagalpur,Peas & beans (Pulses),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,933.0,965.0,1.03,-27.661169,0.0,-27.730442,1346.5,1.035,-381.5,-0.005
Bihar,Bhagalpur,Peas & beans (Pulses),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,864.0,894.0,1.03,-7.357513,0.0,-7.395498,1219.333333,1.033333,-325.333333,-0.003333
Bihar,Bhagalpur,Peas & beans (Pulses),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,867.0,896.0,1.03,0.223714,0.0,0.347222,1064.333333,1.03,-168.333333,0.0
Bihar,Bhagalpur,Potato,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1057.0,13514.0,12.79,,,,,,,
Bihar,Bhagalpur,Potato,Winter,4,2018-19,2018,2019,11,2,"11,12,1,2",2018,2019,1,3377.0,51330.0,15.2,,,,,,,
Bihar,Bhagalpur,Potato,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1061.0,14585.0,13.75,7.925115,7.505864,0.37843,13514.0,12.79,1071.0,0.96
Bihar,Bhagalpur,Potato,Winter,4,2019-20,2019,2020,11,2,"11,12,1,2",2019,2020,1,3319.0,47946.0,14.45,-6.592636,-4.934211,-1.717501,51330.0,15.2,-3384.0,-0.75
Bihar,Bhagalpur,Potato,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,388.0,5953.0,15.34,-59.184093,11.563636,-63.430726,14049.5,13.27,-8096.5,2.07
Bihar,Bhagalpur,Potato,Winter,4,2020-21,2020,2021,11,2,"11,12,1,2",2020,2021,1,3298.0,45568.0,13.82,-4.959746,-4.359862,-0.632721,49638.0,14.825,-4070.0,-1.005
Bihar,Bhagalpur,Potato,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,364.0,6280.0,17.25,5.493029,12.451108,-6.185567,11350.666667,13.96,-5070.666667,3.29
Bihar,Bhagalpur,Potato,Winter,4,2021-22,2021,2022,11,2,"11,12,1,2",2021,2022,1,3267.0,48982.0,14.99,7.4921,8.465991,-0.939964,48281.333333,14.49,700.666667,0.5
Bihar,Bhagalpur,Potato,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,366.0,6549.0,17.89,4.283439,3.710145,0.549451,8939.333333,15.446667,-2390.333333,2.443333
Bihar,Bhagalpur,Potato,Winter,4,2022-23,2022,2023,11,2,"11,12,1,2",2022,2023,1,3267.0,37773.0,11.56,-22.883917,-22.881921,0.0,47498.666667,14.42,-9725.666667,-2.86
Bihar,Bhagalpur,Rapeseed &Mustard,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1810.0,2033.0,1.12,,,,,,,
Bihar,Bhagalpur,Rapeseed &Mustard,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1791.0,2681.0,1.5,31.874078,33.928571,-1.049724,2033.0,1.12,648.0,0.38
Bihar,Bhagalpur,Rapeseed &Mustard,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1232.0,1434.0,1.16,-46.512495,-22.666667,-31.211614,2357.0,1.31,-923.0,-0.15
Bihar,Bhagalpur,Rapeseed &Mustard,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,1194.0,1241.0,1.04,-13.458856,-10.344828,-3.084416,2049.333333,1.26,-808.333333,-0.22
Bihar,Bhagalpur,Rapeseed &Mustard,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1196.0,1430.0,1.2,15.229654,15.384615,0.167504,1785.333333,1.233333,-355.333333,-0.033333
Bihar,Bhagalpur,Rice,Winter,4,2018-19,2018,2019,11,2,"11,12,1,2",2018,2019,1,32816.0,28677.0,0.87,,,,,,,
Bihar,Bhagalpur,Rice,Winter,4,2019-20,2019,2020,11,2,"11,12,1,2",2019,2020,1,33245.0,48468.0,1.46,69.013495,67.816092,1.307289,28677.0,0.87,19791.0,0.59
Bihar,Bhagalpur,Rice,Winter,4,2020-21,2020,2021,11,2,"11,12,1,2",2020,2021,1,33404.0,66467.0,1.99,37.135842,36.30137,0.478267,38572.5,1.165,27894.5,0.825
Bihar,Bhagalpur,Rice,Winter,4,2021-22,2021,2022,11,2,"11,12,1,2",2021,2022,1,33311.0,66167.0,1.99,-0.451352,0.0,-0.27841,47870.666667,1.44,18296.333333,0.55
Bihar,Bhagalpur,Rice,Winter,4,2022-23,2022,2023,11,2,"11,12,1,2",2022,2023,1,22463.0,40230.0,1.79,-39.199299,-10.050251,-32.565819,60367.333333,1.813333,-20137.333333,-0.023333
Bihar,Bhagalpur,Sannhamp,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,111.0,90.0,0.81,,,,,,,
Bihar,Bhagalpur,Sannhamp,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,108.0,87.0,0.81,-3.333333,0.0,-2.702703,90.0,0.81,-3.0,0.0
Bihar,Bhagalpur,Sannhamp,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,72.0,58.0,0.81,-33.333333,0.0,-33.333333,88.5,0.81,-30.5,0.0
Bihar,Bhagalpur,Sannhamp,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,60.0,48.0,0.8,-17.241379,-1.234568,-16.666667,78.333333,0.81,-30.333333,-0.01
Bihar,Bhagalpur,Sannhamp,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,58.0,47.0,0.81,-2.083333,1.25,-3.333333,64.333333,0.806667,-17.333333,0.003333
Bihar,Bhagalpur,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,12.0,11.0,0.92,,,,,,,
Bihar,Bhagalpur,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,12.0,11.0,0.92,0.0,0.0,0.0,11.0,0.92,0.0,0.0
Bihar,Bhagalpur,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,12.0,11.0,0.92,0.0,0.0,0.0,11.0,0.92,0.0,0.0
Bihar,Bhagalpur,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,11.0,10.0,0.91,-9.090909,-1.086957,-8.333333,11.0,0.92,-1.0,-0.01
Bihar,Bhagalpur,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,11.0,10.0,0.91,0.0,0.0,0.0,10.666667,0.916667,-0.666667,-0.006667
Bihar,Bhagalpur,Small millets,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,191.0,144.0,0.75,,,,,,,
Bihar,Bhagalpur,Small millets,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,195.0,147.0,0.75,2.083333,0.0,2.094241,144.0,0.75,3.0,0.0
Bihar,Bhagalpur,Small millets,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,187.0,141.0,0.75,-4.081633,0.0,-4.102564,145.5,0.75,-4.5,0.0
Bihar,Bhagalpur,Small millets,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,169.0,129.0,0.76,-8.510638,1.333333,-9.625668,144.0,0.75,-15.0,0.01
Bihar,Bhagalpur,Small millets,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,29.0,22.0,0.76,-82.945736,0.0,-82.840237,139.0,0.753333,-117.0,0.006667
Bihar,Bhagalpur,Sunflower,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,160.0,234.0,1.46,,,,,,,
Bihar,Bhagalpur,Sunflower,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,160.0,235.0,1.47,0.42735,0.684932,0.0,234.0,1.46,1.0,0.01
Bihar,Bhagalpur,Sunflower,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,62.0,90.0,1.45,-61.702128,-1.360544,-61.25,234.5,1.465,-144.5,-0.015
Bihar,Bhagalpur,Sunflower,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,61.0,89.0,1.46,-1.111111,0.689655,-1.612903,186.333333,1.46,-97.333333,0.0
Bihar,Bhagalpur,Sunflower,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,61.0,89.0,1.46,0.0,0.0,0.0,138.0,1.46,-49.0,0.0
Bihar,Bhagalpur,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,339.0,307.0,0.91,,,,,,,
Bihar,Bhagalpur,Urad,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,350.0,315.0,0.9,2.605863,-1.098901,3.244838,307.0,0.91,8.0,-0.01
Bihar,Bhagalpur,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,328.0,294.0,0.9,-6.666667,0.0,-6.285714,311.0,0.905,-17.0,-0.005
Bihar,Bhagalpur,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,341.0,311.0,0.91,5.782313,1.111111,3.963415,305.333333,0.903333,5.666667,0.006667
Bihar,Bhagalpur,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,341.0,309.0,0.91,-0.643087,0.0,0.0,306.666667,0.903333,2.333333,0.006667
Bihar,Bhagalpur,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,49063.0,160668.0,3.27,,,,,,,
Bihar,Bhagalpur,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,47582.0,135829.0,2.85,-15.45983,-12.844037,-3.018568,160668.0,3.27,-24839.0,-0.42
Bihar,Bhagalpur,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,38235.0,122742.0,3.21,-9.634909,12.631579,-19.643983,148248.5,3.06,-25506.5,0.15
Bihar,Bhagalpur,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,36838.0,122776.0,3.33,0.0277,3.738318,-3.65372,139746.333333,3.11,-16970.333333,0.22
Bihar,Bhagalpur,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,37045.0,105511.0,2.85,-14.062195,-14.414414,0.56192,127115.666667,3.13,-21604.666667,-0.28
Bihar,Bhojpur,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,270.0,829.0,3.07,,,,,,,
Bihar,Bhojpur,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,100.0,106.0,1.06,-87.21351,-65.472313,-62.962963,829.0,3.07,-723.0,-2.01
Bihar,Bhojpur,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,586.0,1332.0,2.27,1156.603774,114.150943,486.0,467.5,2.065,864.5,0.205
Bihar,Bhojpur,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,68.0,109.0,1.6,-91.816817,-29.515419,-88.395904,755.666667,2.133333,-646.666667,-0.533333
Bihar,Bhojpur,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,746.0,1768.0,2.37,1522.018349,48.125,997.058824,515.666667,1.643333,1252.333333,0.726667
Bihar,Bhojpur,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,290.0,329.0,1.13,,,,,,,
Bihar,Bhojpur,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,344.0,390.0,1.13,18.541033,0.0,18.62069,329.0,1.13,61.0,0.0
Bihar,Bhojpur,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,638.0,724.0,1.13,85.641026,0.0,85.465116,359.5,1.13,364.5,0.0
Bihar,Bhojpur,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,745.0,849.0,1.14,17.265193,0.884956,16.77116,481.0,1.13,368.0,0.01
Bihar,Bhojpur,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,401.0,457.0,1.14,-46.171967,0.0,-46.174497,654.333333,1.133333,-197.333333,0.006667
Bihar,Bhojpur,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1493.0,4276.0,2.86,,,,,,,
Bihar,Bhojpur,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1264.0,2130.0,1.69,-50.187091,-40.909091,-15.338245,4276.0,2.86,-2146.0,-1.17
Bihar,Bhojpur,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1087.0,2338.0,2.15,9.765258,27.218935,-14.003165,3203.0,2.275,-865.0,-0.125
Bihar,Bhojpur,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,1188.0,2807.0,2.36,20.05988,9.767442,9.291628,2914.666667,2.233333,-107.666667,0.126667
Bihar,Bhojpur,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,893.0,1859.0,2.08,-33.772711,-11.864407,-24.83165,2425.0,2.066667,-566.0,0.013333
Bihar,Bhojpur,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4240.0,5504.0,1.3,,,,,,,
Bihar,Bhojpur,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,4376.0,3995.0,0.91,-27.416424,-30.0,3.207547,5504.0,1.3,-1509.0,-0.39
Bihar,Bhojpur,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,6092.0,7134.0,1.17,78.573217,28.571429,39.213894,4749.5,1.105,2384.5,0.065
Bihar,Bhojpur,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,3612.0,5541.0,1.53,-22.329689,30.769231,-40.709127,5544.333333,1.126667,-3.333333,0.403333
Bihar,Bhojpur,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,4266.0,5755.0,1.35,3.862119,-11.764706,18.106312,5556.666667,1.203333,198.333333,0.146667
Bihar,Bhojpur,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,78.0,83.0,1.06,,,,,,,
Bihar,Bhojpur,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,37.0,39.0,1.05,-53.012048,-0.943396,-52.564103,83.0,1.06,-44.0,-0.01
Bihar,Bhojpur,Jowar,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,476.0,508.0,1.07,1202.564103,1.904762,1186.486486,61.0,1.055,447.0,0.015
Bihar,Bhojpur,Jowar,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,618.0,659.0,1.07,29.724409,0.0,29.831933,210.0,1.06,449.0,0.01
Bihar,Bhojpur,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,492.0,526.0,1.07,-20.182094,0.0,-20.38835,402.0,1.063333,124.0,0.006667
Bihar,Bhojpur,Khesari,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,2625.0,2885.0,1.1,,,,,,,
Bihar,Bhojpur,Khesari,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,3301.0,2968.0,0.9,2.87695,-18.181818,25.752381,2885.0,1.1,83.0,-0.2
Bihar,Bhojpur,Khesari,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1346.0,1903.0,1.41,-35.882749,56.666667,-59.224477,2926.5,1.0,-1023.5,0.41
Bihar,Bhojpur,Khesari,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,2417.0,2726.0,1.13,43.247504,-19.858156,79.569094,2585.333333,1.136667,140.666667,-0.006667
Bihar,Bhojpur,Khesari,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1373.0,1965.0,1.43,-27.916361,26.548673,-43.194042,2532.333333,1.146667,-567.333333,0.283333
Bihar,Bhojpur,Linseed,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,225.0,191.0,0.85,,,,,,,
Bihar,Bhojpur,Linseed,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,249.0,211.0,0.85,10.471204,0.0,10.666667,191.0,0.85,20.0,0.0
Bihar,Bhojpur,Linseed,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,238.0,203.0,0.85,-3.791469,0.0,-4.417671,201.0,0.85,2.0,0.0
Bihar,Bhojpur,Linseed,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,24.0,20.0,0.83,-90.147783,-2.352941,-89.915966,201.666667,0.85,-181.666667,-0.02
Bihar,Bhojpur,Linseed,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,9.0,8.0,0.89,-60.0,7.228916,-62.5,144.666667,0.843333,-136.666667,0.046667
Bihar,Bhojpur,Maize,Autumn,2,2018-19,2018,2019,8,11,"8,9,10,11",2018,2018,0,3351.0,4127.0,1.23,,,,,,,
Bihar,Bhojpur,Maize,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,58.0,235.0,4.05,,,,,,,
Bihar,Bhojpur,Maize,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,276.0,716.0,2.59,,,,,,,
Bihar,Bhojpur,Maize,Autumn,2,2019-20,2019,2020,8,11,"8,9,10,11",2019,2019,0,2849.0,4068.0,1.43,-1.42961,16.260163,-14.980603,4127.0,1.23,-59.0,0.2
Bihar,Bhojpur,Maize,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1.0,5.0,5.0,-97.87234,23.45679,-98.275862,235.0,4.05,-230.0,0.95
Bihar,Bhojpur,Maize,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,245.0,1104.0,4.51,54.189944,74.131274,-11.231884,716.0,2.59,388.0,1.92
Bihar,Bhojpur,Maize,Autumn,2,2020-21,2020,2021,8,11,"8,9,10,11",2020,2020,0,1157.0,1661.0,1.44,-59.169125,0.699301,-59.389259,4097.5,1.33,-2436.5,0.11
Bihar,Bhojpur,Maize,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,115.0,484.0,4.21,9580.0,-15.8,11400.0,120.0,4.525,364.0,-0.315
Bihar,Bhojpur,Maize,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,533.0,2615.0,4.91,136.865942,8.86918,117.55102,910.0,3.55,1705.0,1.36
Bihar,Bhojpur,Maize,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,1.0,5.0,5.0,-98.966942,18.764846,-99.130435,241.333333,4.42,-236.333333,0.58
Bihar,Bhojpur,Maize,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,440.0,2019.0,4.59,-22.791587,-6.517312,-17.448405,1478.333333,4.003333,540.666667,0.586667
Bihar,Bhojpur,Maize,Autumn,2,2022-23,2022,2023,8,11,"8,9,10,11",2022,2022,0,160.0,311.0,1.94,,,,2864.5,1.435,-2553.5,0.505
Bihar,Bhojpur,Maize,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,528.0,2315.0,4.38,14.660723,-4.575163,20.0,1912.666667,4.67,402.333333,-0.29
Bihar,Bhojpur,Masoor,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4966.0,4961.0,1.0,,,,,,,
Bihar,Bhojpur,Masoor,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,4675.0,2651.0,0.57,-46.563193,-43.0,-5.859847,4961.0,1.0,-2310.0,-0.43
Bihar,Bhojpur,Masoor,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,3330.0,3217.0,0.97,21.350434,70.175439,-28.770053,3806.0,0.785,-589.0,0.185
Bihar,Bhojpur,Masoor,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,3537.0,4053.0,1.15,25.986944,18.556701,6.216216,3609.666667,0.846667,443.333333,0.303333
Bihar,Bhojpur,Masoor,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2836.0,2016.0,0.71,-50.259067,-38.26087,-19.819056,3307.0,0.896667,-1291.0,-0.186667
Bihar,Bhojpur,Moong(Green Gram),Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,24.0,17.0,0.71,,,,,,,
Bihar,Bhojpur,Moong(Green Gram),Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,25.0,17.0,0.68,0.0,-4.225352,4.166667,17.0,0.71,0.0,-0.03
Bihar,Bhojpur,Moong(Green Gram),Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,10.0,11.0,1.1,-35.294118,61.764706,-60.0,17.0,0.695,-6.0,0.405
Bihar,Bhojpur,Moong(Green Gram),Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,4.0,3.0,0.75,-72.727273,-31.818182,-60.0,15.0,0.83,-12.0,-0.08
